Id,MSSubClass,MSZoning,Street,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
545,60,RL,Pave,IR1,1Fam,7,2006,2006,None,Ex,Y,1496,2,1,3,1,Gd,7,1,2,0,9,2006,New,Partial,179665
546,50,RL,Pave,IR1,1Fam,7,1988,1988,BrkFace,Gd,Y,2183,2,1,4,1,Gd,9,0,3,0,2,2006,WD,Normal,229000
547,50,RL,Pave,IR1,1Fam,6,1923,1950,None,Ex,Y,1635,1,1,3,1,TA,6,1,2,0,5,2007,WD,Normal,210000
548,85,RL,Pave,Reg,1Fam,5,1970,1970,None,Ex,Y,768,1,0,2,1,TA,5,0,2,0,4,2007,WD,Normal,129500
549,20,RM,Pave,IR1,1Fam,5,1955,1995,None,TA,Y,825,1,0,2,1,TA,4,0,2,0,6,2008,WD,Normal,125000
550,60,FV,Pave,Reg,1Fam,7,2003,2004,None,Ex,Y,2094,2,1,4,1,Gd,8,1,2,0,11,2009,WD,Normal,263000
551,120,RL,Pave,Reg,TwnhsE,6,1977,1977,None,TA,Y,1069,2,0,2,1,TA,4,0,2,0,10,2008,COD,Abnorml,140000
552,20,RM,Pave,Reg,1Fam,5,1957,1957,None,Gd,Y,928,1,0,3,1,TA,5,0,1,0,6,2008,WD,Normal,112500
553,20,RL,Pave,IR1,1Fam,8,2006,2006,Stone,Ex,Y,1717,2,0,3,1,Gd,7,1,3,0,7,2009,WD,Normal,255500
554,20,RL,Pave,Reg,1Fam,4,1949,2003,None,Ex,Y,1126,2,0,2,1,Gd,5,0,2,0,5,2009,WD,Normal,108000
555,60,RL,Pave,Reg,1Fam,7,2003,2004,BrkFace,Ex,Y,2046,2,1,3,1,Gd,8,1,3,0,8,2008,WD,Normal,284000
556,45,RM,Pave,Reg,1Fam,5,1922,1950,None,TA,Y,1048,1,0,2,1,TA,5,1,1,0,8,2006,WD,Normal,113000
557,20,RL,Pave,IR1,1Fam,5,1957,1957,None,TA,Y,1092,1,0,2,1,TA,6,1,1,0,5,2006,WD,Normal,141000
558,50,C (all),Pave,Reg,1Fam,4,1920,1950,None,Gd,Y,1336,1,1,3,1,TA,7,0,1,0,9,2006,COD,Normal,108000
559,60,RL,Pave,IR2,1Fam,7,1996,1997,None,Ex,Y,1446,2,1,3,1,TA,6,1,2,0,8,2008,WD,Normal,175000
560,120,RL,Pave,Reg,TwnhsE,7,2003,2004,BrkFace,Ex,Y,1557,2,0,2,1,Gd,7,1,2,0,10,2006,WD,Normal,234000
561,20,RL,Pave,IR1,1Fam,5,1957,1996,BrkFace,TA,Y,1392,1,1,3,1,TA,5,1,2,0,5,2010,WD,Normal,121500
562,20,RL,Pave,Reg,1Fam,5,1974,1975,None,Gd,Y,1389,1,0,2,1,TA,6,1,2,0,4,2006,WD,Normal,170000
563,30,RL,Pave,Reg,1Fam,5,1940,1969,None,Ex,Y,996,1,0,3,1,TA,6,1,0,0,7,2008,WD,Normal,108000
564,50,RL,Pave,Reg,1Fam,6,1918,1950,None,Ex,Y,1674,2,0,4,1,TA,8,1,2,0,7,2008,WD,Normal,185000
565,60,RL,Pave,IR1,1Fam,7,1992,2000,None,Ex,Y,2295,2,1,4,1,Gd,9,1,2,0,7,2006,WD,Normal,268000
566,70,RL,Pave,Reg,1Fam,6,1915,1950,None,TA,N,1647,1,1,4,1,Fa,6,0,1,0,5,2010,WD,Normal,128000
567,60,RL,Pave,IR1,1Fam,9,2005,2007,BrkFace,Ex,Y,2504,2,1,4,1,Ex,11,1,3,0,6,2008,WD,Normal,325000
568,20,RL,Pave,IR1,1Fam,7,2004,2004,BrkFace,Ex,Y,1535,2,0,3,1,Gd,7,0,2,0,3,2010,WD,Normal,214000
569,50,RL,Pave,IR1,1Fam,8,1983,2009,None,Ex,Y,2132,1,1,1,1,Gd,5,1,2,0,9,2009,WD,Normal,316600
570,90,RL,Pave,IR1,Duplex,5,1979,1979,None,TA,Y,943,1,0,2,1,TA,4,2,2,0,12,2006,WD,Normal,135960
571,90,RL,Pave,IR1,Duplex,5,1965,1965,BrkFace,TA,Y,1728,2,0,6,2,TA,10,0,2,0,11,2008,WD,Normal,142600
572,20,RL,Pave,Reg,1Fam,6,1959,1959,BrkFace,Ex,Y,864,1,0,2,1,Gd,4,0,1,0,10,2006,WD,Abnorml,120000
573,60,RL,Pave,IR1,1Fam,7,2009,2009,None,Gd,Y,1692,2,1,3,1,Gd,6,0,2,0,7,2009,New,Partial,224500
574,80,RL,Pave,IR1,1Fam,7,2000,2000,None,Ex,Y,1430,2,1,3,1,TA,8,1,2,0,12,2007,WD,Normal,170000
575,80,RL,Pave,Reg,1Fam,5,1971,2005,BrkFace,TA,Y,1109,1,0,3,1,TA,5,0,1,0,12,2007,WD,Normal,139000
576,50,RL,Pave,Reg,1Fam,5,1947,1950,None,TA,Y,1216,1,0,2,1,TA,6,0,1,0,10,2008,COD,Abnorml,118500
577,50,RL,Pave,Reg,1Fam,7,1928,1950,None,Gd,Y,1477,2,0,3,1,TA,6,1,1,0,8,2009,WD,Normal,145000
578,80,RL,Pave,IR1,1Fam,5,1966,1966,BrkFace,Ex,Y,1320,1,0,3,1,TA,6,2,2,0,5,2006,WD,Abnorml,164500
579,160,FV,Pave,Reg,TwnhsE,7,2007,2007,None,Ex,Y,1392,2,0,2,1,Gd,5,0,2,0,2,2008,WD,Abnorml,146000
580,50,RM,Pave,Reg,1Fam,5,1954,1954,BrkFace,Ex,N,1795,2,0,4,1,TA,7,0,1,0,11,2008,WD,Normal,131500
581,20,RL,Pave,IR1,1Fam,6,1960,1987,BrkFace,Ex,Y,1429,1,0,3,1,Gd,7,2,2,0,6,2007,WD,Normal,181900
582,20,RL,Pave,Reg,1Fam,8,2008,2009,BrkFace,Ex,Y,2042,2,1,3,1,Ex,8,1,3,0,8,2009,New,Partial,253293
583,90,RL,Grvl,Reg,Duplex,6,1990,1990,BrkFace,TA,Y,816,1,0,3,1,TA,5,0,0,0,5,2007,WD,Normal,118500
584,75,RM,Pave,Reg,1Fam,10,1893,2000,None,Gd,Y,2775,3,1,3,1,Gd,9,1,2,0,7,2008,WD,Normal,325000
585,50,RM,Pave,Reg,1Fam,4,1935,1995,None,Ex,Y,1573,1,0,3,1,Gd,6,0,1,0,7,2009,WD,Normal,133000
586,20,RL,Pave,Reg,1Fam,8,2005,2006,BrkFace,Ex,Y,2028,2,0,2,1,Gd,7,2,3,0,3,2006,New,Partial,369900
587,30,RL,Pave,Reg,1Fam,6,1918,2000,None,Ex,Y,838,1,0,2,1,Fa,5,0,1,0,5,2008,WD,Normal,130000
588,85,RL,Pave,IR1,1Fam,5,1982,1982,None,TA,Y,860,1,0,2,1,TA,4,0,2,0,7,2009,WD,Normal,137000
589,20,RL,Pave,IR1,1Fam,5,1968,2003,None,Ex,Y,1473,1,0,1,1,Ex,5,2,1,0,6,2009,WD,Partial,143000
590,40,RM,Pave,Reg,1Fam,5,1930,1960,None,TA,Y,935,1,0,2,1,TA,4,0,1,600,8,2008,WD,Normal,79500
591,60,RL,Pave,Reg,1Fam,7,2004,2004,None,Ex,Y,1582,2,1,3,1,Gd,6,0,2,0,9,2008,WD,Normal,185900
592,60,RL,Pave,IR1,1Fam,10,2008,2008,Stone,Ex,Y,2296,2,1,3,1,Ex,10,1,3,0,6,2009,ConLI,Normal,451950
593,20,RL,Pave,Reg,1Fam,5,1982,2003,None,Ex,Y,816,1,0,2,1,TA,4,0,2,0,6,2008,WD,Normal,138000
594,120,RM,Pave,Reg,TwnhsE,6,2003,2003,BrkFace,Ex,Y,848,1,0,1,1,Gd,4,0,2,0,5,2009,WD,Normal,140000
595,20,RL,Pave,IR1,1Fam,5,1975,1975,None,TA,Y,924,1,0,3,1,TA,5,0,1,0,4,2008,WD,Normal,110000
596,20,RL,Pave,IR1,1Fam,8,2005,2006,BrkFace,Ex,Y,1826,2,0,3,1,Gd,7,1,3,0,8,2006,New,Partial,319000
597,70,RM,Pave,Reg,1Fam,6,1910,1993,None,Ex,N,1368,1,0,3,1,TA,7,0,1,0,10,2006,WD,Normal,114504
598,120,RL,Pave,Reg,TwnhsE,7,2006,2007,BrkFace,Ex,Y,1402,0,2,2,1,Gd,7,1,3,0,2,2007,New,Partial,194201
599,20,RL,Pave,Reg,1Fam,5,1977,1977,BrkFace,Ex,Y,1647,2,0,3,1,Gd,7,1,2,0,3,2006,WD,Normal,217500
600,160,RM,Pave,Reg,Twnhs,6,1980,1980,None,TA,Y,1556,2,1,3,1,TA,6,1,2,0,7,2008,COD,Normal,151000
601,60,RL,Pave,Reg,1Fam,8,2005,2005,BrkFace,Ex,Y,1904,2,1,3,1,Ex,8,1,2,0,6,2006,WD,Normal,275000
602,50,RM,Pave,Reg,1Fam,6,1937,1950,None,TA,Y,1375,1,1,3,1,Gd,6,1,1,0,12,2007,WD,Normal,141000
603,60,RL,Pave,IR1,1Fam,8,1992,1992,None,Ex,Y,1915,2,1,3,1,Gd,8,1,2,0,2,2006,WD,Abnorml,220000
604,160,FV,Pave,Reg,TwnhsE,7,2004,2005,None,Ex,Y,1200,2,1,2,1,Gd,4,0,2,0,6,2010,WD,Normal,151000
605,20,RL,Pave,IR1,1Fam,7,2002,2002,BrkFace,Ex,Y,1494,2,0,3,1,Gd,6,1,2,0,9,2008,WD,Normal,221000
606,60,RL,Pave,Reg,1Fam,7,1965,1990,BrkFace,TA,Y,1986,2,1,3,1,TA,7,3,2,0,10,2009,WD,Normal,205000
607,20,RL,Pave,IR2,1Fam,5,1996,1996,None,Gd,Y,1040,1,0,3,1,Gd,6,0,2,0,11,2009,WD,Normal,152000
608,20,RL,Pave,Reg,1Fam,5,1948,2002,None,Ex,Y,2008,3,0,3,1,Ex,8,0,1,0,8,2006,WD,Normal,225000
609,70,RL,Pave,Reg,1Fam,8,1934,1998,None,TA,Y,3194,2,1,4,1,TA,10,2,2,0,9,2007,WD,Alloca,359100
610,20,RL,Pave,Reg,1Fam,4,1961,1961,BrkCmn,Gd,Y,1029,1,0,3,1,TA,5,0,1,0,4,2007,WD,Normal,118500
611,60,RL,Pave,Reg,1Fam,9,2000,2000,BrkFace,Ex,Y,2153,2,1,3,1,Ex,8,2,3,0,5,2009,WD,Normal,313000
612,80,RL,Pave,IR1,1Fam,6,1978,1978,BrkFace,TA,Y,1032,2,0,3,1,TA,6,1,2,500,7,2007,WD,Normal,148000
613,60,RL,Pave,Reg,1Fam,8,2001,2001,BrkFace,Ex,Y,1872,2,1,3,1,Ex,7,1,2,0,11,2009,WD,Normal,261500
614,20,RL,Pave,Reg,1Fam,5,2007,2007,None,Ex,Y,1120,1,0,3,1,TA,6,0,0,0,12,2007,New,Partial,147000
615,180,RM,Pave,Reg,TwnhsE,4,1972,1972,None,Ex,Y,630,1,0,1,1,TA,3,0,0,0,5,2010,WD,Normal,75500
616,85,RL,Pave,Reg,1Fam,6,1963,1963,BrkFace,Ex,Y,1054,1,0,3,1,Gd,6,0,2,0,5,2010,WD,Abnorml,137500
617,60,RL,Pave,IR1,1Fam,6,2002,2003,None,Ex,Y,1509,2,1,3,1,Gd,7,1,2,0,6,2006,WD,Normal,183200
618,45,RL,Pave,Reg,1Fam,6,1954,1954,None,Gd,Y,832,1,0,2,1,Gd,4,0,2,0,6,2008,WD,Normal,105500
619,20,RL,Pave,Reg,1Fam,9,2007,2007,BrkFace,Ex,Y,1828,2,0,3,1,Gd,9,1,3,0,7,2007,New,Partial,314813
620,60,RL,Pave,Reg,1Fam,8,2003,2003,Stone,Ex,Y,2262,2,1,4,1,Gd,10,2,3,0,8,2008,WD,Normal,305000
621,30,RL,Pave,Reg,1Fam,3,1914,1950,None,TA,N,864,1,0,2,1,TA,5,0,0,0,9,2008,WD,Normal,67000
622,60,RL,Pave,Reg,1Fam,6,1974,1997,None,TA,Y,2614,2,1,4,1,TA,9,1,2,0,6,2008,WD,Normal,240000
623,20,RL,Pave,Reg,1Fam,5,1977,1977,BrkFace,TA,Y,980,1,0,3,1,TA,6,0,2,0,7,2009,WD,Normal,135000
624,160,FV,Pave,Reg,TwnhsE,6,2000,2000,BrkFace,Ex,Y,1512,2,1,2,1,Gd,4,1,2,0,6,2007,WD,Normal,168500
625,60,RL,Pave,Reg,1Fam,6,1972,1972,None,Gd,Y,1790,1,2,4,1,TA,8,1,2,0,11,2006,WD,Normal,165150
626,20,RL,Pave,IR1,1Fam,6,1962,1962,BrkFace,TA,Y,1116,1,1,3,1,TA,5,0,2,0,2,2010,WD,Normal,160000
627,20,RL,Pave,IR1,1Fam,5,1960,1978,None,TA,Y,1422,1,0,3,1,TA,6,1,1,600,8,2007,WD,Normal,139900
628,80,RL,Pave,Reg,1Fam,6,1955,1972,BrkFace,Ex,Y,1520,1,0,3,1,TA,7,2,1,0,3,2010,WD,Normal,153000
629,60,RL,Pave,IR1,1Fam,5,1969,1969,BrkFace,TA,Y,2080,1,2,5,1,Fa,9,2,2,0,9,2007,WD,Family,135000
630,80,RL,Pave,Reg,1Fam,6,1964,1964,BrkFace,TA,Y,1350,1,1,3,1,TA,6,0,2,0,6,2008,WD,Normal,168500
631,70,RM,Pave,Reg,1Fam,5,1880,1991,None,TA,Y,1750,1,0,3,1,Ex,8,0,1,0,6,2006,WD,Abnorml,124000
632,120,RL,Pave,Reg,Twnhs,8,2006,2006,Stone,Ex,Y,1554,2,0,2,1,Gd,6,1,2,0,8,2007,WD,Normal,209500
633,20,RL,Pave,Reg,1Fam,7,1977,1977,BrkFace,TA,Y,1411,2,0,3,1,TA,6,1,2,0,4,2009,WD,Family,82500
634,20,RL,Pave,Reg,1Fam,5,1954,2005,None,TA,Y,1056,1,0,3,1,TA,6,0,1,0,7,2007,WD,Normal,139400
635,90,RL,Pave,Reg,Duplex,6,1980,1980,None,Gd,Y,1056,0,0,0,2,TA,4,0,2,600,6,2010,WD,Normal,144000
636,190,RH,Pave,Reg,2fmCon,6,1914,1995,None,Ex,Y,3395,2,0,8,2,Fa,14,0,0,0,3,2007,WD,Abnorml,200000
637,30,RM,Pave,Reg,1Fam,2,1936,1950,None,Fa,N,800,1,0,1,1,Fa,4,1,0,0,1,2009,ConLw,Normal,60000
638,190,RM,Pave,Reg,2fmCon,5,1954,1954,None,TA,Y,1387,2,0,3,2,Gd,7,0,1,0,11,2009,WD,Normal,93000
639,30,RL,Pave,Reg,1Fam,5,1910,1950,None,Gd,Y,796,1,0,2,1,TA,4,0,0,0,5,2008,WD,Normal,85000
640,120,RL,Pave,Reg,TwnhsE,8,2006,2006,None,Ex,Y,1567,2,0,1,1,Ex,7,1,3,0,10,2006,New,Partial,264561
641,120,RL,Pave,IR1,TwnhsE,8,2003,2004,BrkFace,Ex,Y,1518,1,1,1,1,Ex,6,1,2,0,4,2008,WD,Normal,274000
642,60,FV,Pave,Reg,1Fam,7,2001,2001,None,Ex,Y,1929,2,1,3,1,Gd,7,1,2,0,5,2007,WD,Normal,226000
643,80,RL,Pave,Reg,1Fam,8,1972,1995,None,Gd,Y,2704,2,1,4,1,Ex,9,3,2,0,7,2009,WD,Normal,345000
644,60,RL,Pave,Reg,1Fam,5,1969,1969,BrkFace,Ex,Y,1620,2,1,4,1,TA,7,0,2,0,4,2007,WD,Normal,152000
645,20,FV,Pave,Reg,1Fam,9,2009,2009,Stone,Ex,Y,1766,2,1,2,1,Ex,7,1,3,0,10,2009,New,Partial,370878
646,20,RL,Pave,IR1,1Fam,6,1971,1971,None,TA,Y,981,1,1,3,1,TA,5,0,2,0,3,2007,WD,Normal,143250
647,20,RL,Pave,Reg,1Fam,5,1950,1950,None,Gd,Y,1048,1,0,3,1,TA,7,0,2,0,7,2008,WD,Normal,98300
648,20,RL,Pave,IR1,1Fam,6,1953,1953,Stone,Ex,Y,1094,1,0,3,1,TA,5,2,2,0,6,2008,WD,Normal,155000
649,60,RL,Pave,Reg,1Fam,6,1966,1966,BrkFace,TA,Y,1839,1,1,4,1,TA,7,1,2,0,6,2010,WD,Normal,155000
650,180,RM,Pave,Reg,Twnhs,4,1970,1970,None,Gd,Y,630,1,0,1,1,TA,3,0,0,0,12,2007,WD,Normal,84500
651,60,FV,Pave,Reg,1Fam,7,2007,2007,NA,Ex,Y,1665,2,1,3,1,Gd,7,0,2,0,5,2008,WD,Normal,205950
652,70,RL,Pave,Reg,1Fam,4,1940,1950,None,TA,Y,1510,1,0,4,1,TA,7,1,1,0,10,2009,WD,Normal,108000
653,60,RL,Pave,Reg,1Fam,7,1996,1996,None,Ex,Y,1716,2,1,2,1,Gd,7,1,2,0,7,2009,WD,Normal,191000
654,50,RM,Pave,Reg,1Fam,6,1906,1995,None,Ex,Y,1469,1,0,3,1,TA,7,0,1,0,6,2008,WD,Normal,135000
655,20,RL,Pave,IR1,1Fam,8,1995,1995,BrkFace,Ex,Y,2113,2,1,2,1,Gd,7,1,3,0,8,2008,WD,Normal,350000
656,160,RM,Pave,Reg,Twnhs,6,1971,1971,BrkFace,TA,Y,1092,1,1,3,1,TA,6,0,1,0,3,2010,WD,Family,88000
657,20,RL,Pave,IR1,1Fam,5,1959,2006,BrkFace,Ex,Y,1053,1,1,3,1,Gd,5,0,1,0,8,2008,WD,Normal,145500
658,70,RL,Pave,Reg,1Fam,7,1931,2000,None,TA,Y,1502,1,1,3,1,TA,6,1,1,0,2,2008,WD,Normal,149000
659,50,RL,Pave,Reg,1Fam,6,1948,1950,None,TA,Y,1458,1,0,3,1,TA,6,1,1,0,1,2010,WD,Abnorml,97500
660,20,RL,Pave,Reg,1Fam,5,1964,1999,None,Ex,Y,1486,1,0,3,1,TA,7,0,2,0,3,2009,WD,Normal,167000
661,60,RL,Pave,Reg,1Fam,7,1976,1976,BrkFace,TA,Y,1935,2,1,3,1,TA,7,1,2,0,11,2007,WD,Normal,197900
662,60,RL,Pave,IR2,1Fam,8,1994,2005,BrkFace,Ex,Y,2448,2,1,4,1,Gd,8,1,3,0,7,2009,WD,Normal,402000
663,20,RL,Pave,Reg,1Fam,6,1968,1968,BrkFace,Gd,Y,1392,1,0,2,1,TA,5,2,2,0,7,2009,WD,Normal,110000
664,85,RL,Pave,Reg,1Fam,4,1972,1972,None,TA,Y,1181,2,0,3,1,TA,6,0,2,0,4,2008,WD,Normal,137500
665,20,RL,Pave,IR2,1Fam,8,2005,2006,None,Ex,Y,2097,1,1,1,1,Ex,8,1,3,0,1,2006,New,Partial,423000
666,60,RL,Pave,IR1,1Fam,8,2000,2000,BrkFace,Ex,Y,1936,2,1,3,1,Gd,7,1,2,0,11,2006,WD,Normal,230500
667,60,RL,Pave,IR1,1Fam,6,1965,1979,BrkCmn,TA,Y,2380,2,1,3,1,TA,7,1,2,0,8,2007,WD,Abnorml,129000
668,20,RL,Pave,Reg,1Fam,6,1994,1998,BrkFace,Ex,Y,1679,2,0,3,1,Gd,7,1,2,0,10,2008,WD,Normal,193500
669,20,RL,Pave,Reg,1Fam,5,1956,1987,None,Gd,Y,1437,1,1,3,1,TA,6,1,2,0,11,2006,WD,Normal,168000
670,30,RL,Pave,Reg,1Fam,4,1922,1950,None,Ex,Y,1180,1,0,2,1,Fa,5,1,1,0,7,2006,WD,Normal,137500
671,60,RL,Pave,Reg,1Fam,6,2005,2005,None,Ex,Y,1476,2,1,3,1,Gd,7,0,2,0,2,2009,WD,Normal,173500
672,70,RH,Pave,Reg,1Fam,6,1925,1950,None,TA,N,1369,2,0,3,1,TA,6,0,1,0,7,2009,WD,Normal,103600
673,20,RL,Pave,IR1,1Fam,6,1977,1977,None,TA,Y,1208,1,1,3,1,TA,6,1,2,0,6,2006,WD,Normal,165000
674,20,RL,Pave,Reg,1Fam,6,1957,2004,BrkFace,Ex,Y,1839,2,0,3,1,Gd,7,2,2,0,6,2007,WD,Normal,257500
675,20,RL,Pave,Reg,1Fam,6,1965,1965,None,TA,Y,1136,1,0,3,1,TA,5,1,1,0,7,2008,WD,Normal,140000
676,160,RL,Pave,Reg,Twnhs,6,1978,1978,None,TA,Y,1441,2,1,3,1,TA,7,1,2,0,4,2009,WD,Normal,148500
677,70,RM,Pave,Reg,1Fam,4,1900,1950,None,Fa,N,1774,2,0,4,2,TA,8,0,3,0,5,2006,WD,Normal,87000
678,30,RL,Pave,Reg,1Fam,5,1924,2006,None,Ex,Y,792,1,0,2,1,Gd,5,0,1,0,5,2009,WD,Normal,109500
679,20,RL,Pave,IR1,1Fam,8,2008,2008,Stone,Ex,Y,2046,2,1,3,1,Gd,7,1,3,0,7,2009,New,Partial,372500
680,20,RL,Pave,IR1,1Fam,5,1961,1961,BrkFace,TA,Y,988,1,0,3,1,TA,5,0,2,0,10,2007,WD,Normal,128500
681,120,RL,Pave,Reg,TwnhsE,6,1980,1980,None,TA,Y,923,2,0,2,1,TA,5,1,1,0,5,2010,WD,Normal,143000
682,50,RH,Pave,IR2,1Fam,5,1932,2000,None,Ex,Y,1520,1,0,3,1,TA,6,0,1,0,7,2009,WD,Abnorml,159434
683,120,RL,Pave,Reg,1Fam,6,1996,1997,None,Ex,Y,1291,1,0,2,1,Gd,6,1,2,0,11,2008,WD,Normal,173000
684,20,RL,Pave,IR1,1Fam,9,2002,2002,Stone,Ex,Y,1668,2,0,3,1,Gd,7,1,3,0,7,2007,WD,Normal,285000
685,60,RL,Pave,IR2,1Fam,7,1998,1998,BrkFace,Gd,Y,1839,2,1,4,1,TA,7,0,2,0,6,2010,WD,Normal,221000
686,160,RL,Pave,IR1,TwnhsE,7,1984,1984,None,Gd,Y,2090,2,0,3,1,Gd,6,1,2,0,9,2007,WD,Normal,207500
687,60,FV,Pave,Reg,1Fam,7,2007,2007,None,Ex,Y,1761,3,0,3,1,Gd,7,0,2,0,8,2007,New,Partial,227875
688,160,FV,Pave,IR2,TwnhsE,7,2004,2004,None,Ex,Y,1102,2,1,2,1,Gd,4,0,2,0,3,2007,WD,Normal,148800
689,20,RL,Pave,Reg,1Fam,8,2007,2007,BrkFace,Ex,Y,1419,2,0,2,1,Gd,7,1,2,0,10,2007,New,Partial,392000
690,120,RL,Pave,IR1,TwnhsE,6,2005,2006,Stone,Ex,Y,1362,2,0,2,1,Gd,6,1,2,0,6,2007,WD,Normal,194700
691,120,RM,Pave,Reg,TwnhsE,6,2004,2004,BrkFace,Ex,Y,848,1,0,1,1,Gd,3,1,2,0,5,2008,WD,Normal,141000
692,60,RL,Pave,IR1,1Fam,10,1994,1995,BrkFace,Ex,Y,4316,3,1,4,1,Ex,10,2,3,0,1,2007,WD,Normal,755000
693,60,RL,Pave,IR1,1Fam,7,1989,1990,BrkFace,Ex,Y,2519,2,1,4,1,Gd,9,2,2,0,4,2006,WD,Normal,335000
694,30,RL,Pave,Reg,1Fam,5,1921,1968,None,Ex,Y,1073,1,0,2,1,TA,4,0,1,0,12,2006,WD,Abnorml,108480
695,50,RM,Pave,Reg,1Fam,5,1936,1950,None,TA,Y,1539,1,1,3,1,TA,5,0,2,0,4,2009,WD,Normal,141500
696,20,RL,Pave,IR1,1Fam,6,1987,1987,BrkFace,Gd,Y,1137,2,0,2,1,Gd,5,1,2,0,7,2006,WD,Normal,176000
697,30,RM,Pave,Reg,1Fam,5,1921,1950,None,Gd,Y,616,1,0,2,1,TA,4,0,1,0,6,2006,WD,Normal,89000
698,20,RL,Pave,IR1,1Fam,5,1952,1952,None,Fa,Y,1148,1,0,2,1,TA,6,0,1,0,9,2006,WD,Normal,123500
699,20,RL,Pave,Reg,1Fam,5,1965,2009,None,Ex,Y,894,1,0,3,1,TA,5,1,1,0,4,2010,WD,Normal,138500
700,120,FV,Pave,IR2,TwnhsE,7,2004,2004,None,Ex,Y,1391,2,0,2,1,Gd,5,0,2,0,7,2008,WD,Normal,196000
701,20,RL,Pave,Reg,1Fam,8,2002,2002,BrkFace,Ex,Y,1800,2,0,3,1,Gd,7,1,3,0,5,2006,WD,Normal,312500
702,20,RL,Pave,Reg,1Fam,7,1969,1969,BrkFace,TA,Y,1164,1,1,3,1,TA,6,0,2,0,7,2006,COD,Normal,140000
703,60,RL,Pave,IR1,1Fam,8,2006,2006,BrkFace,Ex,Y,2576,2,1,4,1,Ex,10,1,3,0,7,2006,New,Partial,361919
704,190,RM,Pave,Reg,2fmCon,5,1900,1996,None,Gd,Y,1812,2,0,4,2,Gd,8,1,2,0,5,2010,WD,Normal,140000
705,20,RL,Pave,Reg,1Fam,7,2004,2005,BrkFace,Ex,Y,1484,2,0,3,1,Gd,7,0,2,0,5,2010,WD,Normal,213000
706,190,RM,Pave,Reg,2fmCon,4,1930,1950,None,Fa,N,1092,2,0,3,2,Fa,7,0,0,3500,7,2010,WD,Normal,55000
707,20,RL,Pave,IR2,1Fam,7,1971,2002,Stone,TA,Y,1824,2,0,2,1,Gd,5,2,2,0,6,2007,WD,Normal,302000
708,120,RL,Pave,Reg,TwnhsE,8,2006,2006,BrkFace,Ex,Y,1324,2,0,2,1,Gd,6,1,2,0,12,2009,WD,Normal,254000
709,60,RL,Pave,IR1,1Fam,7,2007,2007,None,Ex,Y,1456,2,1,3,1,Gd,8,1,2,0,7,2007,New,Partial,179540
710,20,RL,Pave,IR1,1Fam,5,1966,1966,BrkCmn,TA,Y,904,1,0,3,1,TA,6,0,1,0,12,2008,WD,Abnorml,109900
711,30,RL,Pave,IR1,1Fam,3,1935,2003,None,Gd,Y,729,1,0,2,1,TA,5,0,0,0,7,2008,WD,Normal,52000
712,50,C (all),Pave,Reg,1Fam,4,1900,1950,None,Gd,Y,1178,1,0,2,1,TA,7,0,1,0,1,2010,WD,Abnorml,102776
713,120,RL,Pave,IR1,TwnhsE,8,1988,1989,None,Gd,Y,1228,2,0,2,1,Gd,5,1,2,0,10,2008,WD,Normal,189000
714,190,RL,Pave,Reg,2fmCon,4,1970,1970,BrkFace,TA,N,960,1,0,3,1,TA,6,0,2,0,5,2006,WD,Normal,129000
715,60,RL,Pave,IR1,1Fam,6,1976,2005,BrkFace,Ex,Y,1479,2,1,3,1,Gd,6,0,2,0,3,2010,WD,Normal,130500
716,20,RL,Pave,Reg,1Fam,6,1974,1974,BrkFace,TA,Y,1350,2,0,3,1,TA,7,1,2,0,8,2009,WD,Normal,165000
717,70,RM,Pave,Reg,1Fam,7,1890,1998,None,Ex,Y,2554,1,1,3,1,TA,8,0,2,0,7,2007,WD,Normal,159500
718,20,RL,Pave,Reg,1Fam,5,1973,2000,None,Gd,Y,1178,1,1,3,1,Gd,5,1,2,0,11,2008,WD,Normal,157000
719,60,RL,Pave,Reg,1Fam,7,1993,1994,BrkFace,Ex,Y,2418,2,1,3,1,Gd,9,1,3,0,8,2008,WD,Normal,341000
720,20,RL,Pave,IR1,1Fam,5,1969,1969,None,TA,Y,971,1,1,3,1,TA,5,1,1,0,5,2006,WD,Normal,128500
721,120,RL,Pave,IR1,1Fam,8,1985,1985,None,TA,Y,1742,2,0,2,1,Gd,5,1,2,0,12,2006,WD,Normal,275000
722,120,RM,Pave,Reg,TwnhsE,6,2004,2004,BrkFace,Ex,Y,848,1,0,1,1,Gd,3,0,2,0,5,2010,WD,Normal,143000
723,20,RL,Pave,Reg,1Fam,4,1970,1970,None,Ex,Y,864,1,0,3,1,TA,5,0,2,0,7,2009,WD,Normal,124500
724,50,RL,Pave,Reg,1Fam,4,1954,1972,None,Ex,Y,1470,2,0,4,1,TA,7,0,1,0,5,2008,WD,Normal,135000
725,20,RL,Pave,IR1,1Fam,9,2007,2008,Stone,Ex,Y,1698,2,0,3,1,Ex,8,1,3,0,2,2009,WD,Normal,320000
726,20,RL,Pave,Reg,1Fam,4,1970,1970,None,TA,Y,864,1,0,3,1,Gd,5,0,2,500,11,2009,WD,Normal,120500
